t,ang acc x,ang acc y,ang acc z,ang vel x,ang vel y,ang vel z,quat x,quat y,quat z,quat w,acc x,acc y,acc z,vel x,vel y,vel z,pos x,pos y,pos z,mot 1,mot 2,mot 3,mot 4,dmot 1,dmot 2,dmot 3,dmot 4,vbat
23.0175,26.79754256,12.24271591,0.040830382,4.637374137,1.454423367,-0.134612972,-0.138984519,-0.475454519,-0.23471369,0.836415211,1.596089142,-5.516195182,25.51901624,1.688332575,11.4442517,-1.029288668,10.15914884,-0.503711052,2.225690114,1824.541435,2017.008517,1874.463054,1710.822865,-1529.554075,-8511.05106,2244.53509,-1017.08805,146.8432918
23.02,33.92151903,14.81829141,0.701393298,4.711930955,1.488963949,-0.13497192,-0.133513758,-0.475088348,-0.232286035,0.838186471,1.633645432,-5.522668987,25.49352454,1.636263006,11.46054441,-1.017755321,10.1633072,-0.475068043,2.223149702,1820.797988,1995.950239,1880.651062,1708.18329,-1689.958208,-8698.765821,2889.50473,-1183.10922,146.8843423
23.0225,41.87967893,17.59443566,1.711068506,4.82611778,1.535347658,-0.133145562,-0.127924611,-0.47466563,-0.229774247,0.83998188,1.666945818,-5.52407958,25.47232972,1.584129297,11.47597803,-1.006034273,10.16733424,-0.446398572,2.220636256,1816.091644,1973.514688,1888.910578,1704.907319,-1788.564781,-7449.334625,3040.826401,-1237.11065,146.9324501
23.025,47.51277845,19.61352513,2.668671254,4.939517502,1.578793487,-0.129124865,-0.122202871,-0.474182415,-0.227170698,0.841804692,1.695560827,-5.519519488,25.45573702,1.531934211,11.49055086,-0.994129762,10.17122966,-0.417705275,2.218148406,1811.855164,1958.703566,1895.855194,1701.997737,-1740.995364,-4854.7428,2593.692106,-1268.71968,146.971575
23.0275,51.60331858,21.28000736,3.649620979,5.067653316,1.628517342,-0.121564388,-0.116336256,-0.473638866,-0.224467225,0.843655331,1.719297364,-5.508129936,25.44399474,1.479680488,11.50426154,-0.982045949,10.17499305,-0.388989441,2.215685139,1807.386667,1949.240974,1901.879039,1698.56372,-1947.713009,-2818.32805,2197.557133,-1739.574928,147.0096931
23.03,54.31405215,22.81563945,4.728695892,5.232890195,1.694785414,-0.10826631,-0.110318919,-0.473033743,-0.221660039,0.845532662,1.737962089,-5.489461984,25.43722763,1.427370807,11.51710905,-0.969786957,10.17862405,-0.36025014,2.213246054,1802.116599,1944.611925,1906.84298,1693.299862,-1857.696338,-652.7762045,1293.841905,-2183.445012,147.054264
23.0325,54.57887784,23.68897924,5.461915097,5.375432448,1.753549535,-0.0943192,-0.104150482,-0.472365205,-0.218754475,0.847432611,1.751447464,-5.463523834,25.43541894,1.375007758,11.52909262,-0.957356924,10.18212255,-0.331484322,2.210832016,1798.098186,1945.977093,1908.348248,1687.646495,-1490.900019,1367.733123,-61.54234963,-2539.327885,147.0904258
23.035,52.7726038,24.16493,5.94697207,5.515499155,1.813042896,-0.078282019,-0.097837642,-0.471627293,-0.215762075,0.849350913,1.759510693,-5.430809683,25.43842042,1.322593823,11.54021174,-0.944760079,10.18548853,-0.302690109,2.208445266,1794.662099,1951.450591,1906.535268,1680.603223,-1293.25007,2586.945108,-1309.60484,-2997.61913,147.1255638
23.0375,49.39876613,24.3644473,6.195517374,5.64739398,1.87145907,-0.061423664,-0.091393204,-0.470814697,-0.212689792,0.851283587,1.761924395,-5.391968392,25.4460151,1.270131373,11.55046615,-0.932000828,10.1887224,-0.273867489,2.206088762,1791.631935,1958.911818,1901.800224,1672.6584,-1192.545333,3098.349325,-2575.286792,-3265.636109,147.1598488
23.04,44.47417058,24.31403381,6.157232041,5.763599275,1.927842276,-0.045100051,-0.084833241,-0.469922457,-0.209542827,0.853226916,1.758455002,-5.347737197,25.45793486,1.217622682,11.55985582,-0.919083858,10.1918244,-0.245016581,2.20376456,1788.699372,1966.942338,1893.658834,1664.275042,-1420.26639,3283.550964,-4262.689061,-3579.163763,147.1931012
23.0425,37.33476841,24.05465984,5.814485358,5.88020973,1.993535952,-0.027281781,-0.078176718,-0.468947241,-0.206330822,0.855175382,1.749003139,-5.299044028,25.47383151,1.165069947,11.56838099,-0.906014208,10.19479426,-0.216137895,2.201473704,1784.530603,1975.329573,1880.486779,1654.762581,-1753.339142,2716.237077,-5268.072206,-3253.262657,147.2318058
23.045,30.794709,23.70276235,5.320958936,5.957078461,2.047616577,-0.01383475,-0.071446981,-0.467888467,-0.203066901,0.85712128,1.733677297,-5.247038489,25.49326894,1.112475316,11.57604219,-0.892797342,10.19763165,-0.187233589,2.199216163,1779.932676,1980.523523,1867.318473,1648.008729,-2168.004931,1711.729528,-5523.325209,-2347.456569,147.2630582
23.0475,24.10487039,23.19252931,4.662860871,6.014296882,2.101400614,-0.001643292,-0.064669718,-0.466746155,-0.199763796,0.85905711,1.712613077,-5.192932409,25.51577258,1.059840933,11.58284033,-0.879439218,10.20033799,-0.158302674,2.196991739,1773.690579,1983.888221,1852.870153,1643.025298,-3126.857327,1279.274431,-6400.311239,-1764.24476,147.2932679
23.05,16.30044563,22.31969399,3.746098028,6.064220559,2.165248635,0.011097509,-0.057866282,-0.465520758,-0.196433938,0.860976254,1.68592088,-5.137698075,25.54089619,1.007169017,11.58877677,-0.865946373,10.20291482,-0.129345665,2.194800441,1764.298389,1986.919895,1835.316917,1639.187505,-3670.36625,1195.028292,-6300.775989,-1106.287164,147.3283107
23.0525,10.16902708,21.29330914,2.928356108,6.092595099,2.218337502,0.019668687,-0.051053642,-0.464214071,-0.19309147,0.862871987,1.653774577,-5.082100335,25.56820872,0.954461931,11.59385337,-0.852325977,10.20536368,-0.10036683,2.192642503,1755.338747,1989.863362,1821.366273,1637.493862,-3625.00357,1575.017357,-5275.971259,-484.8208419,147.3565032
23.055,4.555880744,19.85519761,2.125654727,6.1079762,2.271465106,0.025789489,-0.044246295,-0.462830864,-0.189747863,0.864737371,1.616483849,-5.026678455,25.5972937,0.901722265,11.59807261,-0.838585847,10.20768591,-0.071372062,2.190517816,1746.173372,1994.794982,1808.937061,1636.763401,-3532.716199,2476.280528,-4634.007393,-231.3348482,147.3836449
23.0575,-0.565539434,18.02835159,1.392788923,6.112562713,2.322176173,0.029633051,-0.03745767,-0.461378724,-0.186408816,0.866565849,1.574465999,-4.971752332,25.62775166,0.84895291,11.6014376,-0.824734434,10.20988198,-0.042367001,2.188426841,1737.675166,2002.244765,1798.196236,1636.337188,-3079.945758,3667.065632,-3827.861456,-193.297791,147.4099137
23.06,-5.036294076,15.7454181,0.811174823,6.104814168,2.366341015,0.030648093,-0.030696211,-0.459867644,-0.183077673,0.868350785,1.528247093,-4.917327328,25.65922149,0.796157141,11.60395224,-0.810780793,10.2119512,-0.013356064,2.186370116,1730.773643,2013.13031,1789.797753,1635.796912,-2592.633754,5508.677199,-3116.901274,-332.3608738,147.4351284
23.0625,-9.583854083,12.58397873,0.353637791,6.084373652,2.409885918,0.029030692,-0.023965789,-0.458306017,-0.179758372,0.870086778,1.478279952,-4.863219177,25.69137157,0.743338692,11.60562116,-0.796734518,10.21389276,0.015658932,2.184349702,1724.711998,2029.788151,1782.611729,1634.675383,-1907.316381,6550.678757,-2148.40423,-494.2818237,147.464166
23.065,-12.64311122,9.719829352,0.190239857,6.060375693,2.438209958,0.026175015,-0.017262146,-0.456700039,-0.176454293,0.871770187,1.42488863,-4.808879454,25.72394011,0.690501827,11.60644981,-0.782605656,10.2157067,0.044678295,2.182368859,1721.237061,2045.883704,1779.055732,1633.325503,-1232.03457,6646.024647,-928.6237977,-582.1466158,147.4873466
23.0675,-14.8596888,6.793475186,0.221482912,6.02941561,2.458018634,0.023773965,-0.01057626,-0.45505657,-0.173163532,0.873398347,1.368404517,-4.753434663,25.75672381,0.637651387,11.60644443,-0.768404583,10.21739208,0.073696178,2.180430859,1718.551825,2063.018274,1777.96861,1631.76465,-1258.83968,7467.699234,69.45257163,-642.2614075,147.5094703
23.07,-16.39772039,3.432004332,0.380193575,5.983061531,2.471050702,0.024248435,-0.003896466,-0.453379835,-0.169881177,0.874970639,1.309017058,-4.695872626,25.78955717,0.58479282,11.605612,-0.754141843,10.21894734,0.10270631,2.1785384,1714.942863,2083.2222,1779.402995,1630.114196,-1571.594528,7135.4593,959.3007027,-492.3710758,147.534796
23.0725,-16.62717141,0.911083986,0.51528896,5.93860238,2.473450137,0.027585459,0.002789811,-0.45167078,-0.166597901,0.876489009,1.246726396,-4.635110345,25.82230831,0.531932183,11.6039602,-0.73982795,10.22037023,0.131705572,2.176691834,1710.693852,2098.69557,1782.765114,1629.302795,-2124.084286,5686.9207,1747.303669,-135.4901961,147.5548813
23.075,-15.67389101,-1.171045888,0.553563397,5.892750231,2.469047759,0.032503997,0.009491585,-0.44993095,-0.163305598,0.877954786,1.181657936,-4.570296783,25.85481599,0.479076115,11.6014973,-0.725473172,10.2216583,0.160693668,2.174889151,1704.322441,2111.656804,1788.139513,1629.436745,-2965.536954,4637.21626,2422.770467,237.0563139,147.5739063
23.0775,-13.7459044,-2.82159423,0.473555226,5.849298688,2.460470057,0.037684416,0.016211466,-0.448161968,-0.160006299,0.879367291,1.114159543,-4.501148648,25.88683939,0.426231798,11.59823198,-0.711087319,10.22280994,0.189671516,2.17312805,1695.866167,2121.881652,1794.878966,1630.488077,-3880.76317,3319.181362,2917.828135,637.7364313,147.5920486
23.08,-10.76501832,-3.929120501,0.263121101,5.813364326,2.448691097,0.041643479,0.022936922,-0.446365235,-0.156708442,0.880724843,1.044768882,-4.428293434,25.91801918,0.373406916,11.59417326,-0.696679582,10.22382467,0.218639678,2.171406308,1684.918625,2128.25271,1802.728654,1632.625427,-5283.741187,1835.893344,3542.24353,1149.120085,147.6091186
23.0825,-6.27216638,-4.673810063,-0.05636367,5.783203575,2.432940503,0.04277343,0.029644683,-0.444544335,-0.153412637,0.882026085,0.974135467,-4.352755764,25.94798916,0.320609645,11.58933027,-0.682258471,10.22470354,0.247598511,2.169720749,1669.447461,2131.061118,1812.590184,1636.233677,-5918.592753,220.7056139,3558.321024,1444.985657,147.6283485
23.085,-2.065783228,-4.883421627,-0.290132679,5.770287549,2.419262121,0.039788348,0.0363232,-0.442706598,-0.150109616,0.883269055,0.902983611,-4.274858922,25.97657075,0.267848662,11.58371212,-0.667831858,10.22544749,0.276546239,2.168068406,1655.325662,2129.356239,1820.520259,1639.850355,-5686.255145,-1452.326214,2966.256649,1486.256363,147.6433147
23.0875,2.203263673,-4.798685058,-0.401094961,5.771115307,2.405750278,0.034538671,0.04297431,-0.440859874,-0.146785904,0.884451706,0.831985687,-4.19429375,26.00376058,0.215133141,11.57732771,-0.653407018,10.22605794,0.305476772,2.166448657,1641.016186,2123.799487,1827.421467,1643.664959,-6080.49377,-3147.270752,2673.015071,1588.374753,147.6571615
23.09,6.892186725,-4.55373456,-0.363079709,5.788842644,2.391557666,0.029236847,0.049608532,-0.439009994,-0.143425088,0.88557303,0.761641593,-4.110386512,26.0296837,0.162472681,11.57018551,-0.638990595,10.22653647,0.334380781,2.164862301,1624.923193,2113.619885,1833.885334,1647.792229,-5564.913127,-4104.856055,2021.422066,1322.877296,147.6724551
23.0925,10.09745034,-4.391897229,-0.223655558,5.816688959,2.382427479,0.027227901,0.056242863,-0.437161236,-0.14001021,0.886632462,0.692337759,-4.022245406,26.05456183,0.109877195,11.56229336,-0.624588509,10.22688388,0.363251523,2.163310173,1613.19162,2103.275207,1837.528577,1650.279345,-4231.567173,-4194.499662,1097.731842,665.2730975,147.6840734
23.095,12.26670836,-4.458334448,-0.054337323,5.853959316,2.37568869,0.02812836,0.062896447,-0.435314829,-0.13652948,0.887629937,0.624344111,-3.929093369,26.07865734,0.057356754,11.55365823,-0.610205843,10.22710029,0.392086153,2.161792872,1603.765357,2092.647386,1839.373994,1651.118595,-3371.028988,-4021.552987,469.8659357,-9.151839086,147.6944914
23.0975,13.45975748,-4.819067564,0.076171641,5.893922877,2.369450605,0.030477546,0.069584138,-0.433467184,-0.132983823,0.888566041,0.557827745,-3.830738137,26.10220255,0.004921423,11.54428598,-0.595846709,10.22718471,0.420883896,2.160310673,1596.336475,2083.167442,1839.877907,1650.233586,-2546.529436,-3199.241963,-82.70664892,-800.009493,147.703891
23.1,13.48134999,-5.595753915,0.109719607,5.931420033,2.361668148,0.032762961,0.076309511,-0.431607934,-0.129389303,0.889443238,0.492783436,-3.727961418,26.12535246,-0.047418915,11.53418115,-0.581514154,10.22713484,0.449646799,2.158862935,1591.03271,2076.651177,1838.96046,1647.118547,-1986.123524,-1876.43557,-708.2831154,-1842.102262,147.7120359
23.1025,12.29589383,-6.994255143,0.016350426,5.970490409,2.347812729,0.034626885,0.08305944,-0.429726197,-0.125773211,0.890264036,0.429339913,-3.6226274,26.14817827,-0.099654701,11.52334678,-0.567210133,10.22694916,0.478377321,2.157448873,1586.405857,2073.785264,1836.336491,1641.023075,-1534.85894,-119.3490134,-1220.753545,-2541.437884,147.7203263
23.105,10.44933318,-8.479964578,-0.164011091,5.997973858,2.330828819,0.035177863,0.089810165,-0.427822742,-0.12216073,0.891026664,0.368246757,-3.516996978,26.17077078,-0.151776793,11.51178425,-0.552935602,10.22662899,0.507075551,2.156069046,1583.358415,2076.054432,1832.856693,1634.411358,-1194.075267,1829.054386,-1673.241322,-2816.193039,147.7259761
23.1075,7.902384075,-10.17670861,-0.422815872,6.020047448,2.30788506,0.034357627,0.096543051,-0.425903815,-0.118566749,0.891727932,0.310366193,-3.412846232,26.19336886,-0.2037765,11.49949322,-0.538690733,10.22617576,0.535740596,2.154724472,1580.435481,2082.930536,1827.970285,1626.94211,-1374.394087,3817.873071,-2461.375512,-3297.013841,147.730293
23.11,4.260046561,-12.30690812,-0.785237915,6.038964619,2.275188379,0.032109344,0.103247285,-0.423977593,-0.114997553,0.892364458,0.256478151,-3.311384064,26.21635227,-0.255645601,11.48647161,-0.524475133,10.2255901,0.564373432,2.15341525,1576.486444,2095.143797,1820.549815,1617.926288,-1561.435516,4824.087084,-2932.419956,-3190.137801,147.7339041
23.1125,0.909210265,-14.05760631,-1.106106806,6.047350986,2.244235422,0.030040799,0.1099178,-0.42205229,-0.111456889,0.892932909,0.207254301,-3.213473225,26.24018974,-0.307376399,11.47271556,-0.510288004,10.22487246,0.592977248,2.152140439,1572.628304,2107.050972,1813.308185,1610.991421,-1653.36581,4689.211745,-3008.069622,-2540.123788,147.7355858
23.115,-2.538937386,-15.6610268,-1.419900436,6.047194066,2.208312377,0.028536771,0.11655436,-0.420137716,-0.107950318,0.893428688,0.163410353,-3.119731564,26.26540392,-0.358961783,11.45821951,-0.496128252,10.22402393,0.621555169,2.150898859,1568.219615,2118.589856,1805.509467,1605.225669,-1814.781362,4258.171094,-3096.818571,-2060.681093,147.735868
23.1175,-5.871309618,-17.0500142,-1.698027505,6.038158613,2.168342162,0.026336003,0.123159417,-0.418244918,-0.104481414,0.893846778,0.125634761,-3.030538755,26.29255171,-0.410395287,11.44297627,-0.481994585,10.22304596,0.650109123,2.14968944,1563.554397,2128.341827,1797.824092,1600.688015,-1852.572485,3225.884957,-2880.407577,-1502.899761,147.7349756
23.12,-8.806572471,-18.07758973,-1.874641204,6.016218503,2.125735336,0.021336879,0.129731293,-0.416382544,-0.101049853,0.894184492,0.094356017,-2.946339358,26.3221721,-0.461671134,11.42697712,-0.467885603,10.22194019,0.678637783,2.148511598,1558.956753,2134.71928,1791.107429,1597.711171,-1896.350451,1914.787289,-2518.994215,-993.8183995,147.732653
23.1225,-11.57677091,-18.77369483,-1.88872957,5.976821963,2.072617781,0.011867391,0.136263915,-0.41455478,-0.097652869,0.894442229,0.069646825,-2.867694764,26.35476571,-0.512784261,11.41021203,-0.453799892,10.22070816,0.707137209,2.147365322,1554.072645,2137.915764,1785.229121,1595.718923,-1609.231171,497.7096654,-1677.284261,-545.4535328,147.7281984
23.125,-13.13324685,-18.82271891,-1.705940835,5.937406036,2.025685216,0.00247625,0.142752004,-0.41276223,-0.094285504,0.894622239,0.05128204,-2.795024093,26.39080835,-0.563730316,11.39266977,-0.439736135,10.21935074,0.735603089,2.14625122,1550.910597,2137.207829,1782.721008,1594.983903,-1010.838883,-763.7690306,-470.1260844,-229.8240638,147.7230892
23.1275,-13.91522044,-18.23782936,-1.357039784,5.897035496,1.976116855,-0.004674478,0.149194776,-0.411002354,-0.09094126,0.89472773,0.03878084,-2.728430383,26.43075393,-0.614505633,11.37433823,-0.425693233,10.21786825,0.764030405,2.145170385,1549.01845,2134.096918,1782.878491,1594.569803,-515.4180288,-1585.252507,568.867759,-252.8853777,147.7165245
23.13,-14.15489316,-16.78417303,-0.877480543,5.851765855,1.917370161,-0.006018169,0.155594346,-0.409269146,-0.087614196,0.894763011,0.03142625,-2.667820249,26.47500865,-0.665107193,11.3552046,-0.411670391,10.2162611,0.792413378,2.144123811,1548.333507,2129.281566,1785.565347,1593.719476,-10.95024324,-1707.516617,1221.471166,-441.5087958,147.7069618
23.1325,-14.00057341,-15.01964927,-0.536308155,5.817759499,1.872453001,-0.001607342,0.161952211,-0.407554305,-0.084301537,0.894733228,0.028376049,-2.613117859,26.52390089,-0.715532594,11.33525563,-0.397667179,10.21453068,0.820747077,2.143111891,1548.963699,2125.559335,1788.985847,1592.362259,428.9011015,-1212.141887,1338.96916,-696.6627216,147.6975898
23.135,-13.78704273,-12.88400539,-0.320449367,5.787057964,1.834434393,0.003573652,0.168269538,-0.405847946,-0.081001763,0.894644199,0.028683591,-2.564206745,26.57768263,-0.765779997,11.3144779,-0.383683575,10.21267891,0.849028697,2.142134681,1550.478013,2123.220857,1792.260192,1590.236163,677.5932507,-609.6059966,1085.785241,-940.5053108,147.6867662
23.1375,-13.74263194,-10.66668135,-0.178735476,5.757047662,1.803369539,0.006002061,0.174545017,-0.404140704,-0.077713688,0.894501988,0.031404487,-2.521002904,26.63651959,-0.815848069,11.29285806,-0.369720001,10.21070774,0.877254287,2.141192391,1552.351665,2122.511305,1794.414773,1587.659732,743.7558141,160.4273816,415.3890664,-1043.528827,147.6747439
23.14,-14.12559987,-8.681656781,-0.020795366,5.725455216,1.781822166,0.00348698,0.180775157,-0.402424744,-0.074435651,0.894312524,0.035645296,-2.483421614,26.70049368,-0.865735919,11.27038309,-0.355777342,10.20861816,0.90541709,2.140285454,1554.196792,2124.022994,1794.337138,1585.018518,712.2873771,1205.419622,-656.7729947,-1021.236561,147.6612838
23.1425,-15.32357546,-7.002912805,0.324162767,5.685706754,1.766474822,-0.003742109,0.186952386,-0.400694787,-0.071167844,0.894081426,0.040655521,-2.451519583,26.76959053,-0.915443024,11.24704053,-0.341856966,10.20641025,0.93351098,2.139414439,1555.913102,2128.538403,1791.130908,1582.553549,509.24224,2124.206563,-1687.496814,-674.3796042,147.6434816
23.145,-17.09015815,-6.456144274,0.77873886,5.652447413,1.759486157,-0.009349511,0.193061884,-0.398950847,-0.067915473,0.893813228,0.046029698,-2.425705365,26.84368301,-0.964969164,11.22281875,-0.327960721,10.20408406,0.961533918,2.138579639,1556.743003,2134.644027,1785.899654,1581.64662,200.1240072,2965.581365,-2545.924306,-20.45100564,147.6272819
23.1475,-19.77676992,-6.985421328,1.339420646,5.617694919,1.752037018,-0.008536251,0.199086614,-0.39719877,-0.064686345,0.893510378,0.051717915,-2.406444154,26.92256168,-1.014314347,11.19770715,-0.314090957,10.20163937,0.989491516,2.137780878,1556.913722,2143.36631,1778.401286,1582.451294,-53.22935195,4491.441249,-3695.433924,810.8249295,147.6096801
23.15,-24.05013197,-8.900000455,1.965879453,5.566999852,1.736799201,0.000512808,0.205011607,-0.395448824,-0.061487603,0.893173278,0.057909663,-2.393995502,27.00596179,-1.063478729,11.17169646,-0.300250577,10.19907525,1.017393731,2.137017596,1556.476856,2157.101233,1767.422484,1585.700745,-240.3126522,5594.755635,-4259.288481,1569.412666,147.5869562
23.1525,-28.33687883,-11.48461509,2.339630312,5.51167029,1.71783193,0.011168379,0.210826704,-0.393715085,-0.058323573,0.892800111,0.064975266,-2.38824036,27.09358277,-1.112462553,11.1447789,-0.286443058,10.19639014,1.045247512,2.136289253,1555.712159,2171.340088,1757.104844,1590.298358,-357.3948883,6232.966943,-4247.76158,2171.400908,147.5667005
23.155,-33.05790851,-14.91199051,2.506986537,5.440320926,1.690221746,0.021689595,0.216525303,-0.392016129,-0.055198062,0.892386675,0.073542322,-2.38879133,27.18508497,-1.161266111,11.11694849,-0.272672454,10.19358248,1.073055138,2.135595588,1554.689882,2188.266067,1746.183676,1596.55775,-432.7706159,7126.923258,-4354.467296,2697.303665,147.5450954
23.1575,-37.83945949,-18.84234644,2.529584579,5.35644994,1.653062611,0.030396463,0.222098566,-0.390375646,-0.052122033,0.891926911,0.084650608,-2.395448566,27.28005875,-1.209889752,11.08820115,-0.258943343,10.19065177,1.100815238,2.134936405,1553.548306,2206.974705,1735.332507,1603.784876,-470.4298921,7735.717838,-4134.748269,2993.89145,147.5223852
23.16,-42.30968856,-23.09039029,2.465416419,5.258225763,1.603515084,0.034888952,0.227536155,-0.388818345,-0.049112427,0.891414526,0.099516776,-2.408183082,27.37803738,-1.258333897,11.0585349,-0.245260784,10.18759823,1.128520811,2.134311464,1552.337732,2226.944657,1725.509935,1611.527207,-537.3558521,8773.432809,-3775.221,3342.279972,147.4983566
23.1625,-46.83658133,-28.14928447,2.407944592,5.12570931,1.529886259,0.036642639,0.232830353,-0.387364994,-0.046184487,0.890844532,0.119143719,-2.426819759,27.4785376,-1.306599057,11.02794999,-0.23163031,10.18442173,1.156159485,2.133720728,1550.861526,2250.841869,1716.456402,1620.496276,-539.9822528,8486.442691,-2614.807798,3108.625995,147.4680133
23.165,-49.60321519,-32.03020693,2.421414427,5.006323024,1.456195745,0.038125075,0.237979338,-0.38602792,-0.043347194,0.890214499,0.143996604,-2.450819048,27.58109356,-1.354685862,10.99644899,-0.218057929,10.18112117,1.183717824,2.133164862,1549.637821,2269.37687,1712.435896,1627.070337,-481.8362011,6783.147122,-601.6704794,2325.286897,147.4414788
23.1675,-51.02706032,-35.22218876,2.478438457,4.880310364,1.370725211,0.042292693,0.242988279,-0.384807924,-0.040601411,0.889525524,0.173792272,-2.479213191,27.68528003,-1.402595112,10.96403685,-0.20455008,10.17769412,1.211185465,2.132644855,1548.452345,2284.757604,1713.44805,1632.12271,-502.3628124,5643.994962,1823.179457,1803.843509,147.4136567
23.17,-50.94060999,-37.93259441,2.510430525,4.724805939,1.25978909,0.051232803,0.247867453,-0.38369363,-0.037939444,0.888782862,0.20743444,-2.510707452,27.79072278,-1.45032787,10.93072088,-0.191113558,10.17413705,1.238555123,2.132161533,1547.126007,2297.596845,1721.551793,1636.089554,-460.8242453,3526.438475,4158.930052,1110.327642,147.3787882
23.1725,-49.2864686,-39.08905697,2.441901986,4.59760157,1.164186206,0.060695504,0.252632093,-0.382667248,-0.035346511,0.887993221,0.243363168,-2.543678004,27.89711425,-1.497885553,10.89651065,-0.177755384,10.17044678,1.26582263,2.131715675,1546.148224,2302.389797,1734.2427,1637.674349,-355.5164058,505.9303652,6182.379091,340.4938174,147.348499
23.175,-46.00807357,-38.97033612,2.239847977,4.48047917,1.067489566,0.069236828,0.257303104,-0.381713049,-0.032805611,0.887160599,0.280138983,-2.57616993,28.00422147,-1.545270044,10.86141785,-0.164482669,10.16662216,1.292985101,2.131308015,1545.348425,2300.126497,1752.463689,1637.792023,-290.1126266,-2098.239195,7981.735657,-120.586079,147.3169332
23.1775,-41.4634056,-37.73879787,1.94264596,4.37281593,0.971187643,0.075639215,0.261900785,-0.380821295,-0.030305639,0.886285986,0.316802574,-2.606373374,28.11184345,-1.592483786,10.8254561,-0.151302458,10.16266537,1.320039405,2.130938967,1544.697661,2291.898601,1774.151379,1637.071418,-237.1960677,-4592.087243,9120.672375,-392.6211717,147.2843103
