t,ang acc x,ang acc y,ang acc z,ang vel x,ang vel y,ang vel z,quat x,quat y,quat z,quat w,acc x,acc y,acc z,vel x,vel y,vel z,pos x,pos y,pos z,mot 1,mot 2,mot 3,mot 4,dmot 1,dmot 2,dmot 3,dmot 4,vbat
11.225,-3.026574701,2.169310966,-0.439757895,-1.40923225,0.057476379,-0.042107065,-0.191255291,0.004202226,0.024253465,0.981231166,0.036949105,0.160701794,8.850455065,-0.02447984,0.652768501,-0.277718781,10.98053784,1.103214608,2.102354496,1063.04386,1061.285769,1046.314056,1026.885525,-255.9150134,-246.5555656,264.9806598,-226.5609528,161.915675
11.2275,-2.557571527,2.430385556,-0.432791311,-1.416521875,0.063990577,-0.042981801,-0.192940683,0.004200205,0.024200032,0.980902288,0.034805166,0.144776797,8.827355592,-0.024430148,0.661453781,-0.281889479,10.98048874,1.104864377,2.101658966,1062.669926,1060.928444,1047.07051,1026.48554,-28.66260416,-38.48037536,303.2107821,-33.90739784,161.8833676
11.23,-2.177729406,2.594815929,-0.427890455,-1.422522918,0.070403921,-0.042985379,-0.194643391,0.004215059,0.024146203,0.980566802,0.032001147,0.127813163,8.805164247,-0.02438525,0.670149975,-0.286128423,10.98043793,1.10653695,2.10095558,1062.900547,1061.093368,1047.83011,1026.715988,169.2536699,135.6397494,346.7019378,234.6358598,161.8554288
11.2325,-1.787848361,2.676877504,-0.446812129,-1.427875574,0.07751222,-0.043281725,-0.19636547,0.004252695,0.024093541,0.980224188,0.028486686,0.109860389,8.784237183,-0.02434595,0.678855866,-0.290432663,10.98038337,1.108231959,2.100243854,1063.516194,1061.606643,1048.80402,1027.658719,303.4455755,285.9827872,491.7806038,586.7511837,161.826421
11.235,-1.293436973,2.661197716,-0.504658582,-1.433232065,0.086281177,-0.044326386,-0.198109636,0.004317706,0.024043509,0.979873823,0.02422485,0.090962099,8.76495559,-0.024312958,0.687570807,-0.294798493,10.98032378,1.109949127,2.099523085,1064.417775,1062.523281,1050.289013,1029.649744,317.4307548,381.4372167,601.2152414,864.0540043,161.7903609
11.2375,-0.858628027,2.55120997,-0.580523321,-1.436343227,0.093282455,-0.04537623,-0.199867733,0.004406098,0.023998374,0.979517291,0.019322318,0.071357351,8.747722898,-0.024286907,0.696294771,-0.299221399,10.98025935,1.111687933,2.098792035,1065.103348,1063.513829,1051.810096,1031.978989,225.7226514,450.0804469,663.2330829,1045.995716,161.7592591
11.24,-0.410118385,2.35242138,-0.678982566,-1.437642058,0.099715017,-0.046521273,-0.201625473,0.00450933,0.023955679,0.979157569,0.013935661,0.051395555,8.732965284,-0.024268384,0.705028395,-0.303696015,10.98019179,1.113448607,2.098049791,1065.546388,1064.773684,1053.605178,1034.879722,126.4362681,560.2219326,754.239655,1229.81877,161.7270569
11.2425,0.039863937,2.097262721,-0.787764284,-1.437745396,0.105620751,-0.047908084,-0.20336942,0.004618882,0.023910786,0.978797529,0.008199162,0.03141182,8.721130507,-0.024257957,0.713773022,-0.308216087,10.98012283,1.115231497,2.097295952,1065.73553,1066.314939,1055.581294,1038.128083,22.01466189,698.2261609,818.0292624,1348.989281,161.6939371
11.245,0.48387838,1.803619554,-0.893226481,-1.436639601,0.110611217,-0.049657964,-0.20509716,0.004736365,0.023865169,0.97843759,0.002078689,0.01154896,8.712683954,-0.02425621,0.722530734,-0.312774454,10.98005291,1.117036006,2.096530835,1065.656461,1068.264815,1057.695325,1041.624669,-67.75208237,956.7858852,940.5643151,1551.780949,161.6597071
11.2475,1.007994908,1.453179941,-0.989477303,-1.434074941,0.114920787,-0.052394855,-0.20681463,0.00486617,0.023821554,0.978076414,-0.004516969,-0.008196758,8.708102921,-0.024263769,0.73130438,-0.317363024,10.97998109,1.118861295,2.095754655,1065.396769,1071.098868,1060.284116,1045.886988,-96.62331195,1106.911463,946.1695753,1544.708076,161.6173456
11.25,1.441897979,1.196839469,-1.023254586,-1.431101374,0.117091931,-0.055377202,-0.208528547,0.00500893,0.023777619,0.977712669,-0.011641387,-0.027843437,8.707872039,-0.024281331,0.740097606,-0.321972755,10.97990753,1.120707173,2.094967812,1065.173345,1073.799372,1062.426173,1049.348209,-67.68944409,1106.518441,848.9223178,1338.408692,161.580974
11.2525,1.88189664,1.00672719,-0.988660916,-1.427093462,0.11840133,-0.058968947,-0.210241835,0.005156914,0.023734613,0.977345797,-0.019196904,-0.047346353,8.71248029,-0.024309674,0.748914872,-0.326593643,10.97983309,1.122573327,2.094170305,1065.058322,1076.631461,1064.528727,1052.579032,-24.54185417,1103.820036,837.8281672,1242.004538,161.5434953
11.255,2.334281477,0.878660007,-0.893029131,-1.421984072,0.119417729,-0.06253576,-0.211954474,0.005294272,0.023691338,0.976975995,-0.026956499,-0.066613304,8.72241758,-0.02434968,0.757761471,-0.331214712,10.97975875,1.124460384,2.093361557,1065.050636,1079.318472,1066.615313,1055.558232,4.938133473,966.8189634,838.3234197,1128.443521,161.5051024
11.2575,2.811300329,0.814290435,-0.737396295,-1.415555935,0.120391169,-0.065141374,-0.213658873,0.005402726,0.023640022,0.97660526,-0.034668219,-0.085420012,8.73817139,-0.024402328,0.766643539,-0.335824018,10.9796866,1.126370648,2.092541276,1065.083013,1081.465555,1068.720344,1058.221249,-26.31053707,730.022042,935.7219344,1110.92559,161.4656128
11.26,3.428186808,0.773886435,-0.517282783,-1.406471298,0.12194256,-0.066343656,-0.215352034,0.005485804,0.023583055,0.976234216,-0.042411698,-0.103618028,8.760217245,-0.024468693,0.775568056,-0.340408679,10.97961699,1.128304404,2.091709086,1064.919083,1082.968582,1071.293923,1061.11286,-143.0614111,321.9838227,947.0490503,1027.805952,161.4169654
11.2625,3.993305804,0.732230057,-0.333356562,-1.397577827,0.123808552,-0.065970416,-0.217027587,0.005550045,0.023521486,0.975864261,-0.050312475,-0.120998924,8.78901588,-0.024549934,0.784542842,-0.344954904,10.97954961,1.130262234,2.090863945,1064.367706,1083.075474,1073.45559,1063.360279,-366.5263024,-226.3257655,849.715049,892.5706182,161.3753827
11.265,4.629802685,0.631567377,-0.165037132,-1.386987077,0.126303807,-0.065410381,-0.218679898,0.005599574,0.023456218,0.975496667,-0.058444275,-0.137369967,8.825007514,-0.024647273,0.793576548,-0.349448047,10.97948374,1.132244944,2.090004946,1063.086451,1081.836953,1075.542498,1065.575713,-783.3659521,-850.9007916,865.1408277,997.3372406,161.3327265
11.2675,5.50061268,0.393778789,0.027191746,-1.372380106,0.12955058,-0.065595813,-0.220313324,0.005641582,0.023391087,0.975130423,-0.066915005,-0.152720126,8.868601761,-0.024761963,0.802678636,-0.353872653,10.97941808,1.134251755,2.089132372,1060.450876,1078.820971,1077.781294,1068.346965,-1162.903298,-1330.265894,745.2797119,1050.197475,161.2803103
11.27,6.335464357,0.079231846,0.19341548,-1.358888283,0.131845821,-0.066092721,-0.221927076,0.005683468,0.023323918,0.974765837,-0.07584224,-0.166950027,8.920176111,-0.024895262,0.811859352,-0.358212533,10.97935197,1.136281833,2.088248178,1057.271935,1075.185624,1079.268897,1070.8267,-1456.109074,-1623.560953,479.0800957,1032.61698,161.2356164
11.2725,7.303290099,-0.351959294,0.376448671,-1.343781069,0.132600566,-0.066053481,-0.223517985,0.005731049,0.023251789,0.974403811,-0.085305005,-0.179922782,8.980070004,-0.025048389,0.821129687,-0.36245083,10.97928575,1.138334252,2.087354368,1053.17033,1070.703166,1080.176694,1073.51005,-1752.154615,-1870.916558,243.2481809,1099.390129,161.1898849
11.275,8.384625897,-0.858514572,0.572361028,-1.32705118,0.131482412,-0.065179426,-0.225079578,0.005782814,0.023176261,0.974045957,-0.095222277,-0.19144902,9.048581127,-0.025222487,0.830501332,-0.366570106,10.97922026,1.140408617,2.086451483,1048.511162,1065.831041,1080.485138,1076.323651,-1921.003271,-1955.904792,-38.718669,1134.371423,161.1433067
11.2775,9.581604476,-1.419542147,0.775623748,-1.307941323,0.128217237,-0.063305212,-0.226606196,0.005837592,0.023098818,0.973693722,-0.10550393,-0.201358869,9.125956273,-0.025418583,0.839986615,-0.370552447,10.97915519,1.142505062,2.085538679,1043.565314,1060.923642,1079.983101,1079.181907,-2120.914823,-2047.916768,-409.3222074,1230.974954,161.0957306
11.28,11.07952302,-2.111921352,1.017922447,-1.2807131,0.122577226,-0.060598431,-0.228094815,0.005893715,0.02302077,0.973347976,-0.116037598,-0.209537732,9.212384438,-0.025637547,0.849598427,-0.374379565,10.97909006,1.14462373,2.084614877,1037.906588,1055.591457,1078.438527,1082.478526,-1932.388944,-1772.746753,-703.857237,1164.042172,161.0375255
11.2825,12.29354471,-2.67976989,1.213628717,-1.253425189,0.116650252,-0.058431422,-0.229538136,0.005948093,0.022941938,0.973010651,-0.126674707,-0.215797754,9.307994417,-0.025880055,0.859350144,-0.378032924,10.97902505,1.146765418,2.083680353,1033.903369,1052.059908,1076.463815,1085.002118,-1336.515558,-1114.797877,-879.8792538,957.2565744,160.9881291
11.285,13.34759734,-3.214532958,1.394009206,-1.221596118,0.109340465,-0.055941801,-0.230924903,0.005995713,0.022863756,0.972684588,-0.137210178,-0.219879931,9.412849915,-0.026146555,0.869255524,-0.381493871,10.97896113,1.148930824,2.082736561,1031.22401,1050.017468,1074.03913,1087.264809,-740.6175648,-427.5280844,-1068.351014,971.2167892,160.9378587
11.2875,14.28736765,-3.79549535,1.570426386,-1.179881466,0.099076449,-0.051893762,-0.232248202,0.006031686,0.022787424,0.972371606,-0.147431208,-0.221610781,9.52693974,-0.02643724,0.879328605,-0.384743769,10.97889987,1.151120188,2.081784474,1030.200282,1049.922268,1071.12206,1089.858202,80.42856039,448.2825753,-969.7715328,988.2897561,160.8765951
11.29,14.71572308,-4.21500984,1.661813007,-1.143076972,0.089313698,-0.047653784,-0.233513685,0.006049631,0.022713872,0.972070546,-0.157093394,-0.221070537,9.650169651,-0.026752025,0.889583584,-0.387764158,10.97884154,1.153333046,2.080823646,1031.626153,1052.258881,1069.190273,1092.206257,1136.994115,1534.130421,-526.2947788,1075.747058,160.8248192
11.2925,14.70717807,-4.553817335,1.670534411,-1.105066288,0.078208054,-0.042817573,-0.234729837,0.006046329,0.022647635,0.97177946,-0.165990783,-0.218411017,9.782363066,-0.027090534,0.900034691,-0.390536903,10.97878498,1.155569632,2.079852606,1035.885252,1057.59292,1068.490586,1095.236937,2223.9702,2687.486805,35.66243377,1407.317125,160.7723717
11.295,14.31512717,-4.820142417,1.599380488,-1.067137432,0.066144542,-0.037899889,-0.235905579,0.006021518,0.02259553,0.971496204,-0.173961923,-0.213812564,9.923260676,-0.027452101,0.910696061,-0.393044347,10.97872789,1.157830205,2.078870396,1042.746004,1065.696315,1069.368585,1099.242843,3394.439928,3942.822866,848.9388488,1925.037568,160.7194312
11.2975,13.47962218,-5.003214342,1.432166304,-1.030941332,0.053527293,-0.03340277,-0.237045865,0.005973459,0.022560323,0.971219668,-0.180834322,-0.207398626,10.07252376,-0.027835772,0.921581592,-0.395269469,10.97866712,1.160114814,2.077876953,1052.857452,1077.307034,1072.73528,1104.862125,5164.268571,5898.483727,2154.509965,2915.414929,160.6659787
11.3,12.04805079,-5.148568971,1.139041821,-0.991669067,0.038482977,-0.028933554,-0.238157211,0.005897226,0.022543208,0.970948393,-0.186385631,-0.199348265,10.22973408,-0.028240329,0.932704809,-0.397196035,10.97860118,1.162423766,2.076872465,1068.567347,1095.188733,1080.141135,1113.819918,6277.996197,7143.850221,3292.732326,3660.50284,160.6013567
11.3025,10.59459473,-5.23223219,0.842032799,-0.963752601,0.026356838,-0.026169133,-0.239246107,0.005788612,0.022544527,0.970680918,-0.190418233,-0.189863617,10.39439696,-0.028664308,0.944078722,-0.398808747,10.97853022,1.16475766,2.075858103,1084.247433,1113.026285,1089.198942,1123.164639,6662.770415,7594.372605,4169.515795,4081.371533,160.5471933
11.305,9.008956093,-5.306638372,0.527525196,-0.941382638,0.014722664,-0.024616374,-0.240320498,0.005648173,0.022565925,0.970415339,-0.192837162,-0.179200305,10.56594461,-0.029106046,0.955715686,-0.400093383,10.97845359,1.167117072,2.074835282,1101.881199,1133.160596,1100.988714,1134.226775,7243.584632,8283.563573,5082.61303,4642.730642,160.4928169
11.3075,7.415717385,-5.387683448,0.228505681,-0.923344393,0.003187173,-0.024164271,-0.2413929,0.005479995,0.022608951,0.970148592,-0.193641369,-0.167740033,10.74374277,-0.029563716,0.967627273,-0.401036923,10.97837051,1.169501968,2.07380471,1120.465356,1154.444103,1114.612007,1146.378292,7497.692171,8584.719589,5751.194313,5025.342318,160.438351
11.31,5.915464797,-5.476695715,-0.019882617,-0.909279173,-0.008931602,-0.024938506,-0.242465914,0.005290416,0.022668429,0.969880193,-0.192929223,-0.155675221,10.92710603,-0.030035377,0.979824146,-0.401627656,10.97828196,1.171913081,2.072768197,1139.369659,1176.084194,1129.744685,1159.353487,8205.814094,9345.934048,6813.259276,5781.365124,160.383888
11.3125,4.319336433,-5.571661223,-0.233478771,-0.895901853,-0.024793913,-0.026663153,-0.243538117,0.005093552,0.022737041,0.969610655,-0.191006346,-0.143120353,11.11530357,-0.030519021,0.992315949,-0.40185527,10.97818926,1.174350716,2.071728581,1161.494426,1201.173773,1148.678303,1175.285118,7917.998317,8892.78467,6940.253612,5836.056049,160.3186856
11.315,3.21005633,-5.619009536,-0.337372877,-0.887806211,-0.038929675,-0.028195724,-0.244601346,0.004905301,0.022807928,0.969342162,-0.188253553,-0.130041353,11.30757449,-0.031012619,1.00511121,-0.40171092,10.97809358,1.176817137,2.070689611,1178.959651,1220.548118,1164.445953,1188.533767,6714.634762,7294.022799,6180.17003,5245.121057,160.2645867
11.3175,2.37281861,-5.613412485,-0.376783927,-0.882766048,-0.053215584,-0.029475414,-0.245646342,0.004741486,0.022877581,0.969077093,-0.185074164,-0.116373915,11.50313907,-0.031514167,1.018217257,-0.40118727,10.97799458,1.179315442,2.069655095,1195.0676,1237.643887,1179.579153,1201.510723,6754.816731,6918.161286,6421.801313,5617.933889,160.2108536
11.32,1.704856076,-5.538853902,-0.377545421,-0.879571178,-0.069608864,-0.030634021,-0.246668784,0.004605316,0.022942735,0.968816645,-0.181624525,-0.102171627,11.70121441,-0.032021718,1.031640165,-0.400278524,10.97789292,1.18184724,2.068627846,1212.733735,1255.138924,1196.55496,1216.623437,6218.028397,5912.636064,6000.495803,5447.860731,160.1469227
11.3225,1.418859303,-5.423376809,-0.363168904,-0.878510304,-0.082376162,-0.031282481,-0.247664223,0.004495836,0.023000018,0.968562074,-0.177981299,-0.087483824,11.90102479,-0.032533409,1.045384713,-0.398980411,10.97778946,1.184413745,2.067610821,1226.157742,1267.207068,1209.581632,1228.750027,5140.31954,4369.736709,4987.31566,4723.767846,160.0941872
11.325,1.360997307,-5.255659546,-0.359789592,-0.877262161,-0.094713699,-0.031551347,-0.248633164,0.004402055,0.023047159,0.968313399,-0.173987238,-0.07248218,12.10181416,-0.033047485,1.059454365,-0.397290169,10.97768655,1.187016386,2.066604991,1238.435332,1276.987608,1221.491538,1240.242276,4751.11883,3615.516889,4606.581432,4459.125164,160.0421014
11.3275,1.422408917,-5.041761869,-0.380253207,-0.874418557,-0.107417613,-0.031575747,-0.24957774,0.004310793,0.023081408,0.968070248,-0.169422041,-0.057378715,12.30285384,-0.0335623,1.073851283,-0.395206484,10.97758606,1.189657692,2.065609946,1249.913336,1285.284652,1232.614539,1251.045653,4420.293224,3080.027561,4301.542545,4111.34534,159.9906144
11.33,1.524239407,-4.768261032,-0.436014217,-0.869513741,-0.120339028,-0.031747263,-0.250502525,0.004209605,0.023101917,0.96783157,-0.164051443,-0.04244412,12.50345004,-0.03407632,1.088576351,-0.392729431,10.97748795,1.192339728,2.064624243,1260.536798,1292.387746,1242.999251,1260.799002,4479.513729,2996.013141,4443.174359,4004.717084,159.9399132
11.3325,1.571238501,-4.382258854,-0.535680432,-0.862641425,-0.134487363,-0.032617294,-0.251407007,0.004098458,0.02311345,0.967597417,-0.157883557,-0.027803609,12.70294766,-0.034588114,1.103629224,-0.389860391,10.97739046,1.195063668,2.063648729,1272.310905,1300.264718,1254.830411,1271.069238,4144.420337,2867.275474,4249.171835,3514.244132,159.880052
11.335,1.483074325,-4.034920163,-0.631230373,-0.856781829,-0.144683393,-0.034043702,-0.252298798,0.003977401,0.023122657,0.967365669,-0.150909718,-0.013783286,12.90073758,-0.035096336,1.119008395,-0.386601966,10.97729244,1.197829544,2.062684049,1281.2589,1306.724123,1264.24511,1278.370223,3392.745159,2632.213751,3670.07039,2673.711701,159.8310312
11.3375,1.221611261,-3.695410684,-0.718834982,-0.851317136,-0.153501808,-0.036213538,-0.253187394,0.003847652,0.023132103,0.967133803,-0.143165283,-0.000754247,13.09626011,-0.035599704,1.134711277,-0.382957889,10.97719372,1.200637983,2.061731062,1289.274631,1313.425786,1273.180763,1284.437797,3338.443531,3043.860537,3795.872084,2435.915872,159.7829573
11.34,0.707428959,-3.333663043,-0.796926978,-0.846428604,-0.162774597,-0.039569921,-0.254082054,0.003706724,0.023138258,0.966899499,-0.134621577,0.010921944,13.2890079,-0.036096976,1.150734296,-0.378932931,10.97709508,1.203490195,2.060790442,1297.951118,1321.943426,1283.224471,1290.549802,3077.34721,3207.689389,3547.012691,2100.203264,159.726417
11.3425,0.140389167,-3.089205103,-0.837485943,-0.844561532,-0.16969881,-0.042242778,-0.254990408,0.00353851,0.023134055,0.966660975,-0.124907529,0.020929282,13.47852823,-0.036586925,1.167072994,-0.374532808,10.97699843,1.206386246,2.059861071,1304.661367,1329.464233,1290.915827,1294.938813,2671.47514,3083.630866,2916.258882,1682.112756,159.680293
11.345,-0.515296096,-2.913886761,-0.864695265,-0.845238037,-0.176091725,-0.043835904,-0.255914555,0.003331824,0.023114315,0.966417819,-0.11373934,0.02912583,13.66441474,-0.037068314,1.183722134,-0.369764089,10.97690455,1.209325704,2.058942974,1311.308494,1337.36158,1297.805765,1298.960366,2727.514558,3204.356266,2620.875506,1599.23871,159.6352391
11.3475,-1.198761746,-2.793411642,-0.892384762,-0.847883041,-0.182242582,-0.045054495,-0.256854285,0.003078201,0.023072808,0.966170216,-0.100895288,0.035462351,13.84630463,-0.037539882,1.200675818,-0.364634117,10.97681453,1.212309179,2.05803675,1318.29894,1345.486015,1304.020204,1302.935007,2956.862292,3280.944501,2338.672329,1624.831213,159.5910994
11.35,-1.86694643,-2.724778827,-0.9247875,-0.852633051,-0.188343045,-0.046891224,-0.257809248,0.002788338,0.023014898,0.965917999,-0.086580409,0.039934957,14.02387198,-0.038000332,1.21792759,-0.359150943,10.97672672,1.21533743,2.057144607,1326.092805,1353.766302,1309.499127,1307.084522,3662.284402,3649.737818,2278.806709,1891.515248,159.5480916
11.3525,-2.605297557,-2.672531331,-0.962814215,-0.860074291,-0.195950169,-0.049714582,-0.258786548,0.002470515,0.022948722,0.96565894,-0.070934332,0.042346642,14.19682993,-0.03844833,1.235470542,-0.353323264,10.97663889,1.218410703,2.056267693,1336.610362,1363.734704,1315.414238,1312.392583,4034.536393,3640.353104,2091.185883,1990.77622,159.4978252
11.355,-3.14755919,-2.627916306,-0.987409087,-0.867223958,-0.202794176,-0.05212574,-0.259789615,0.002126908,0.022876322,0.96539194,-0.053987222,0.042621477,14.36492575,-0.038882521,1.253297416,-0.347160383,10.97654941,1.221529485,2.055406411,1346.265487,1371.968068,1319.955056,1317.038403,3966.56443,3255.223152,1769.259246,1863.7932,159.4570777
11.3575,-3.599820745,-2.554212412,-0.99853902,-0.875188714,-0.209957906,-0.054411564,-0.260821504,0.001759735,0.022800496,0.96511598,-0.035780939,0.040714717,14.52793502,-0.03930155,1.271400688,-0.340672156,10.97645512,1.22469426,2.054560369,1356.443184,1380.01082,1324.260534,1321.711549,4446.104068,3468.273564,1867.884931,2000.077856,159.4175365
11.36,-4.023486909,-2.415412851,-0.989035585,-0.885811803,-0.218366031,-0.057156406,-0.261882624,0.001377702,0.022727169,0.964830657,-0.01653593,0.036684501,14.68565644,-0.039704092,1.289772657,-0.333868957,10.97635291,1.227905811,2.053730677,1368.496007,1389.309436,1329.294481,1327.038793,4263.006777,3329.645822,1839.442225,1868.420792,159.3715019
11.3625,-4.262914108,-2.260052016,-0.955381255,-0.89562167,-0.224743875,-0.059471625,-0.262972248,0.000983929,0.022655571,0.964536034,0.003604747,0.030639635,14.83790939,-0.040088907,1.308405509,-0.326761653,10.97624205,1.231165255,2.052918413,1377.758218,1396.659049,1333.457745,1331.053653,3398.717704,2826.171364,1679.218409,1496.64587,159.3343301
11.365,-4.363731759,-2.081637547,-0.885929507,-0.906620803,-0.229992528,-0.061639824,-0.264097242,0.000576193,0.022580696,0.964230217,0.024584412,0.022467727,14.98452963,-0.040454888,1.327291375,-0.319361583,10.97612468,1.234473288,2.052123625,1385.489596,1403.440293,1337.690573,1334.522022,2760.631431,2589.525737,1724.348248,1302.248375,159.2984036
11.3675,-4.336945976,-1.903447417,-0.77963521,-0.918314083,-0.234307736,-0.063675633,-0.265263845,0.000162705,0.022510647,0.963911161,0.046121051,0.01208538,15.12536537,-0.040801129,1.346422377,-0.311680535,10.97600226,1.237829,2.051346812,1391.561375,1409.606677,1342.079486,1337.564895,1989.656619,2279.342926,1819.711605,1142.329927,159.2635143
11.37,-4.155393384,-1.745720446,-0.620262222,-0.929827709,-0.237659175,-0.065735244,-0.266470037,-0.00025227,0.022460519,0.963578927,0.068078387,-0.00033317,15.26027565,-0.041126984,1.365790661,-0.303730735,10.97587566,1.241231303,2.050588768,1395.437879,1414.837007,1346.789131,1340.233672,1227.808135,2038.916112,2173.357249,1137.890862,159.229878
11.3725,-3.783244925,-1.590772458,-0.361050324,-0.942406494,-0.241047169,-0.067981339,-0.267711526,-0.000670066,0.022439603,0.963234362,0.090415924,-0.014537685,15.38912854,-0.041432141,1.385388421,-0.295524823,10.97574626,1.244679864,2.049849675,1397.700415,1419.801258,1352.946273,1343.254349,504.9744429,1577.835637,2348.917147,1115.416056,159.1909626
11.375,-3.378868509,-1.482383884,-0.091359266,-0.951313416,-0.24389784,-0.069252668,-0.268987703,-0.001093717,0.022450582,0.962877481,0.113068538,-0.030390673,15.51180043,-0.041716676,1.405207911,-0.287075839,10.97561478,1.248174736,2.049128921,1397.962751,1422.726185,1358.533716,1345.810752,-105.3209108,907.6603335,2316.943967,1070.62675,159.1597373
11.3775,-2.927739905,-1.368988184,0.218753733,-0.958022574,-0.247317954,-0.069548123,-0.270297548,-0.001522276,0.022493836,0.962508522,0.135816733,-0.047740387,15.62817781,-0.041981106,1.425241442,-0.278397193,10.97548135,1.25171621,2.048426147,1397.173811,1424.33956,1364.530992,1348.607483,-388.9892124,435.8949393,2439.65379,1181.66473,159.1297593
11.38,-2.473336587,-1.225695139,0.543330637,-0.963012652,-0.251221329,-0.068868298,-0.271626634,-0.001952334,0.022564075,0.962131648,0.158313106,-0.06599845,15.73816249,-0.042226437,1.445481382,-0.269502635,10.97534599,1.255305405,2.047742817,1396.017805,1424.90566,1370.731985,1351.719076,-449.333172,7.028376397,2476.289132,1336.914349,159.1008137
11.3825,-2.039927538,-1.021241899,0.857183185,-0.966841385,-0.255005857,-0.066889906,-0.272960643,-0.002384099,0.02264985,0.961751179,0.180255959,-0.084576069,15.84167305,-0.042454187,1.465920144,-0.260406213,10.97521028,1.258943238,2.047080653,1394.927145,1424.374701,1376.912438,1355.292055,-380.1959657,-412.9121289,2629.045508,1679.4825,159.0731118
11.385,-1.545871177,-0.691930788,1.186418258,-0.971159366,-0.258455666,-0.063096233,-0.27428167,-0.002810996,0.022741658,0.96137249,0.201149605,-0.102762176,15.93865161,-0.04266641,1.486550172,-0.251122237,10.97507555,1.262631389,2.046442328,1394.116825,1422.841099,1383.877213,1360.116488,-187.2913991,-638.3269514,2415.603293,1843.237485,159.0413063
